path,action,person
./kth_actions/boxing/person08_boxing_d4_uncomp.avi,boxing,8
./kth_actions/boxing/person13_boxing_d4_uncomp.avi,boxing,13
./kth_actions/boxing/person15_boxing_d2_uncomp.avi,boxing,15
./kth_actions/boxing/person09_boxing_d4_uncomp.avi,boxing,9
./kth_actions/boxing/person15_boxing_d3_uncomp.avi,boxing,15
./kth_actions/boxing/person04_boxing_d3_uncomp.avi,boxing,4
./kth_actions/boxing/person14_boxing_d1_uncomp.avi,boxing,14
./kth_actions/boxing/person02_boxing_d1_uncomp.avi,boxing,2
./kth_actions/boxing/person09_boxing_d1_uncomp.avi,boxing,9
./kth_actions/boxing/person07_boxing_d3_uncomp.avi,boxing,7
./kth_actions/boxing/person03_boxing_d4_uncomp.avi,boxing,3
./kth_actions/boxing/person15_boxing_d4_uncomp.avi,boxing,15
./kth_actions/boxing/person06_boxing_d1_uncomp.avi,boxing,6
./kth_actions/boxing/person15_boxing_d1_uncomp.avi,boxing,15
./kth_actions/boxing/person11_boxing_d2_uncomp.avi,boxing,11
./kth_actions/boxing/person11_boxing_d3_uncomp.avi,boxing,11
./kth_actions/boxing/person12_boxing_d2_uncomp.avi,boxing,12
./kth_actions/boxing/person02_boxing_d2_uncomp.avi,boxing,2
./kth_actions/boxing/person04_boxing_d4_uncomp.avi,boxing,4
./kth_actions/boxing/person01_boxing_d2_uncomp.avi,boxing,1
./kth_actions/boxing/person01_boxing_d3_uncomp.avi,boxing,1
./kth_actions/boxing/person11_boxing_d1_uncomp.avi,boxing,11
./kth_actions/boxing/person02_boxing_d3_uncomp.avi,boxing,2
./kth_actions/boxing/person14_boxing_d2_uncomp.avi,boxing,14
./kth_actions/boxing/person14_boxing_d3_uncomp.avi,boxing,14
./kth_actions/boxing/person08_boxing_d2_uncomp.avi,boxing,8
./kth_actions/boxing/person08_boxing_d3_uncomp.avi,boxing,8
./kth_actions/boxing/person16_boxing_d1_uncomp.avi,boxing,16
./kth_actions/boxing/person12_boxing_d4_uncomp.avi,boxing,12
./kth_actions/boxing/person16_boxing_d3_uncomp.avi,boxing,16
./kth_actions/boxing/person07_boxing_d2_uncomp.avi,boxing,7
./kth_actions/boxing/person05_boxing_d4_uncomp.avi,boxing,5
./kth_actions/boxing/person03_boxing_d3_uncomp.avi,boxing,3
./kth_actions/boxing/person10_boxing_d3_uncomp.avi,boxing,10
./kth_actions/boxing/person16_boxing_d4_uncomp.avi,boxing,16
./kth_actions/boxing/person07_boxing_d1_uncomp.avi,boxing,7
./kth_actions/boxing/person06_boxing_d4_uncomp.avi,boxing,6
./kth_actions/boxing/person07_boxing_d4_uncomp.avi,boxing,7
./kth_actions/boxing/person10_boxing_d2_uncomp.avi,boxing,10
./kth_actions/boxing/person05_boxing_d2_uncomp.avi,boxing,5
./kth_actions/boxing/person05_boxing_d3_uncomp.avi,boxing,5
./kth_actions/boxing/person01_boxing_d4_uncomp.avi,boxing,1
./kth_actions/boxing/person05_boxing_d1_uncomp.avi,boxing,5
./kth_actions/boxing/person12_boxing_d1_uncomp.avi,boxing,12
./kth_actions/boxing/person01_boxing_d1_uncomp.avi,boxing,1
./kth_actions/boxing/person16_boxing_d2_uncomp.avi,boxing,16
./kth_actions/boxing/person08_boxing_d1_uncomp.avi,boxing,8
./kth_actions/boxing/person02_boxing_d4_uncomp.avi,boxing,2
./kth_actions/boxing/person11_boxing_d4_uncomp.avi,boxing,11
./kth_actions/boxing/person04_boxing_d1_uncomp.avi,boxing,4
./kth_actions/boxing/person04_boxing_d2_uncomp.avi,boxing,4
./kth_actions/boxing/person03_boxing_d2_uncomp.avi,boxing,3
./kth_actions/boxing/person13_boxing_d2_uncomp.avi,boxing,13
./kth_actions/boxing/person12_boxing_d3_uncomp.avi,boxing,12
./kth_actions/boxing/person14_boxing_d4_uncomp.avi,boxing,14
./kth_actions/boxing/person13_boxing_d3_uncomp.avi,boxing,13
./kth_actions/boxing/person09_boxing_d2_uncomp.avi,boxing,9
./kth_actions/boxing/person09_boxing_d3_uncomp.avi,boxing,9
./kth_actions/boxing/person06_boxing_d3_uncomp.avi,boxing,6
./kth_actions/boxing/person03_boxing_d1_uncomp.avi,boxing,3
./kth_actions/boxing/person10_boxing_d4_uncomp.avi,boxing,10
./kth_actions/boxing/person10_boxing_d1_uncomp.avi,boxing,10
./kth_actions/boxing/person13_boxing_d1_uncomp.avi,boxing,13
./kth_actions/boxing/person06_boxing_d2_uncomp.avi,boxing,6
./kth_actions/handclapping/person01_handclapping_d1_uncomp.avi,handclapping,1
./kth_actions/handclapping/person14_handclapping_d3_uncomp.avi,handclapping,14
./kth_actions/handclapping/person11_handclapping_d1_uncomp.avi,handclapping,11
./kth_actions/handclapping/person02_handclapping_d4_uncomp.avi,handclapping,2
./kth_actions/handclapping/person12_handclapping_d3_uncomp.avi,handclapping,12
./kth_actions/handclapping/person14_handclapping_d2_uncomp.avi,handclapping,14
./kth_actions/handclapping/person15_handclapping_d2_uncomp.avi,handclapping,15
./kth_actions/handclapping/person01_handclapping_d3_uncomp.avi,handclapping,1
./kth_actions/handclapping/person09_handclapping_d4_uncomp.avi,handclapping,9
./kth_actions/handclapping/person05_handclapping_d4_uncomp.avi,handclapping,5
./kth_actions/handclapping/person16_handclapping_d1_uncomp.avi,handclapping,16
./kth_actions/handclapping/person12_handclapping_d1_uncomp.avi,handclapping,12
./kth_actions/handclapping/person15_handclapping_d1_uncomp.avi,handclapping,15
./kth_actions/handclapping/person08_handclapping_d4_uncomp.avi,handclapping,8
./kth_actions/handclapping/person06_handclapping_d1_uncomp.avi,handclapping,6
./kth_actions/handclapping/person07_handclapping_d3_uncomp.avi,handclapping,7
./kth_actions/handclapping/person08_handclapping_d1_uncomp.avi,handclapping,8
./kth_actions/handclapping/person15_handclapping_d3_uncomp.avi,handclapping,15
./kth_actions/handclapping/person05_handclapping_d1_uncomp.avi,handclapping,5
./kth_actions/handclapping/person13_handclapping_d2_uncomp.avi,handclapping,13
./kth_actions/handclapping/person16_handclapping_d3_uncomp.avi,handclapping,16
./kth_actions/handclapping/person08_handclapping_d3_uncomp.avi,handclapping,8
./kth_actions/handclapping/person12_handclapping_d2_uncomp.avi,handclapping,12
./kth_actions/handclapping/person06_handclapping_d2_uncomp.avi,handclapping,6
./kth_actions/handclapping/person04_handclapping_d4_uncomp.avi,handclapping,4
./kth_actions/handclapping/person16_handclapping_d4_uncomp.avi,handclapping,16
./kth_actions/handclapping/person13_handclapping_d1_uncomp.avi,handclapping,13
./kth_actions/handclapping/person04_handclapping_d3_uncomp.avi,handclapping,4
./kth_actions/handclapping/person15_handclapping_d4_uncomp.avi,handclapping,15
./kth_actions/handclapping/person12_handclapping_d4_uncomp.avi,handclapping,12
./kth_actions/handclapping/person04_handclapping_d1_uncomp.avi,handclapping,4
./kth_actions/handclapping/person16_handclapping_d2_uncomp.avi,handclapping,16
./kth_actions/handclapping/person07_handclapping_d1_uncomp.avi,handclapping,7
./kth_actions/handclapping/person10_handclapping_d2_uncomp.avi,handclapping,10
./kth_actions/handclapping/person02_handclapping_d3_uncomp.avi,handclapping,2
./kth_actions/handclapping/person04_handclapping_d2_uncomp.avi,handclapping,4
./kth_actions/handclapping/person09_handclapping_d3_uncomp.avi,handclapping,9
./kth_actions/handclapping/person07_handclapping_d2_uncomp.avi,handclapping,7
./kth_actions/handclapping/person01_handclapping_d4_uncomp.avi,handclapping,1
./kth_actions/handclapping/person08_handclapping_d2_uncomp.avi,handclapping,8
./kth_actions/handclapping/person10_handclapping_d1_uncomp.avi,handclapping,10
./kth_actions/handclapping/person06_handclapping_d4_uncomp.avi,handclapping,6
./kth_actions/handclapping/person05_handclapping_d2_uncomp.avi,handclapping,5
./kth_actions/handclapping/person09_handclapping_d1_uncomp.avi,handclapping,9
./kth_actions/handclapping/person06_handclapping_d3_uncomp.avi,handclapping,6
./kth_actions/handclapping/person11_handclapping_d3_uncomp.avi,handclapping,11
./kth_actions/handclapping/person13_handclapping_d4_uncomp.avi,handclapping,13
./kth_actions/handclapping/person02_handclapping_d2_uncomp.avi,handclapping,2
./kth_actions/handclapping/person07_handclapping_d4_uncomp.avi,handclapping,7
./kth_actions/handclapping/person14_handclapping_d1_uncomp.avi,handclapping,14
./kth_actions/handclapping/person03_handclapping_d1_uncomp.avi,handclapping,3
./kth_actions/handclapping/person03_handclapping_d2_uncomp.avi,handclapping,3
./kth_actions/handclapping/person10_handclapping_d3_uncomp.avi,handclapping,10
./kth_actions/handclapping/person01_handclapping_d2_uncomp.avi,handclapping,1
./kth_actions/handclapping/person03_handclapping_d4_uncomp.avi,handclapping,3
./kth_actions/handclapping/person02_handclapping_d1_uncomp.avi,handclapping,2
./kth_actions/handclapping/person11_handclapping_d2_uncomp.avi,handclapping,11
./kth_actions/handclapping/person09_handclapping_d2_uncomp.avi,handclapping,9
./kth_actions/handclapping/person03_handclapping_d3_uncomp.avi,handclapping,3
./kth_actions/handclapping/person11_handclapping_d4_uncomp.avi,handclapping,11
./kth_actions/handclapping/person14_handclapping_d4_uncomp.avi,handclapping,14
./kth_actions/handclapping/person05_handclapping_d3_uncomp.avi,handclapping,5
./kth_actions/handclapping/person10_handclapping_d4_uncomp.avi,handclapping,10
./kth_actions/handwaving/person11_handwaving_d2_uncomp.avi,handwaving,11
./kth_actions/handwaving/person12_handwaving_d4_uncomp.avi,handwaving,12
./kth_actions/handwaving/person02_handwaving_d1_uncomp.avi,handwaving,2
./kth_actions/handwaving/person02_handwaving_d2_uncomp.avi,handwaving,2
./kth_actions/handwaving/person01_handwaving_d2_uncomp.avi,handwaving,1
./kth_actions/handwaving/person08_handwaving_d4_uncomp.avi,handwaving,8
./kth_actions/handwaving/person05_handwaving_d1_uncomp.avi,handwaving,5
./kth_actions/handwaving/person13_handwaving_d1_uncomp.avi,handwaving,13
./kth_actions/handwaving/person09_handwaving_d2_uncomp.avi,handwaving,9
./kth_actions/handwaving/person15_handwaving_d4_uncomp.avi,handwaving,15
./kth_actions/handwaving/person14_handwaving_d1_uncomp.avi,handwaving,14
./kth_actions/handwaving/person10_handwaving_d3_uncomp.avi,handwaving,10
./kth_actions/handwaving/person14_handwaving_d4_uncomp.avi,handwaving,14
./kth_actions/handwaving/person11_handwaving_d1_uncomp.avi,handwaving,11
./kth_actions/handwaving/person13_handwaving_d4_uncomp.avi,handwaving,13
./kth_actions/handwaving/person12_handwaving_d1_uncomp.avi,handwaving,12
./kth_actions/handwaving/person15_handwaving_d2_uncomp.avi,handwaving,15
./kth_actions/handwaving/person06_handwaving_d2_uncomp.avi,handwaving,6
./kth_actions/handwaving/person03_handwaving_d2_uncomp.avi,handwaving,3
./kth_actions/handwaving/person03_handwaving_d4_uncomp.avi,handwaving,3
./kth_actions/handwaving/person06_handwaving_d3_uncomp.avi,handwaving,6
./kth_actions/handwaving/person06_handwaving_d1_uncomp.avi,handwaving,6
./kth_actions/handwaving/person08_handwaving_d3_uncomp.avi,handwaving,8
./kth_actions/handwaving/person16_handwaving_d2_uncomp.avi,handwaving,16
./kth_actions/handwaving/person01_handwaving_d3_uncomp.avi,handwaving,1
./kth_actions/handwaving/person14_handwaving_d2_uncomp.avi,handwaving,14
./kth_actions/handwaving/person05_handwaving_d4_uncomp.avi,handwaving,5
./kth_actions/handwaving/person05_handwaving_d2_uncomp.avi,handwaving,5
./kth_actions/handwaving/person08_handwaving_d1_uncomp.avi,handwaving,8
./kth_actions/handwaving/person07_handwaving_d2_uncomp.avi,handwaving,7
./kth_actions/handwaving/person04_handwaving_d2_uncomp.avi,handwaving,4
./kth_actions/handwaving/person10_handwaving_d2_uncomp.avi,handwaving,10
./kth_actions/handwaving/person06_handwaving_d4_uncomp.avi,handwaving,6
./kth_actions/handwaving/person11_handwaving_d4_uncomp.avi,handwaving,11
./kth_actions/handwaving/person10_handwaving_d1_uncomp.avi,handwaving,10
./kth_actions/handwaving/person09_handwaving_d3_uncomp.avi,handwaving,9
./kth_actions/handwaving/person09_handwaving_d1_uncomp.avi,handwaving,9
./kth_actions/handwaving/person13_handwaving_d3_uncomp.avi,handwaving,13
./kth_actions/handwaving/person12_handwaving_d2_uncomp.avi,handwaving,12
./kth_actions/handwaving/person01_handwaving_d4_uncomp.avi,handwaving,1
./kth_actions/handwaving/person07_handwaving_d4_uncomp.avi,handwaving,7
./kth_actions/handwaving/person15_handwaving_d3_uncomp.avi,handwaving,15
./kth_actions/handwaving/person13_handwaving_d2_uncomp.avi,handwaving,13
./kth_actions/handwaving/person02_handwaving_d4_uncomp.avi,handwaving,2
./kth_actions/handwaving/person12_handwaving_d3_uncomp.avi,handwaving,12
./kth_actions/handwaving/person07_handwaving_d1_uncomp.avi,handwaving,7
./kth_actions/handwaving/person04_handwaving_d4_uncomp.avi,handwaving,4
./kth_actions/handwaving/person07_handwaving_d3_uncomp.avi,handwaving,7
./kth_actions/handwaving/person15_handwaving_d1_uncomp.avi,handwaving,15
./kth_actions/handwaving/person01_handwaving_d1_uncomp.avi,handwaving,1
./kth_actions/handwaving/person03_handwaving_d1_uncomp.avi,handwaving,3
./kth_actions/handwaving/person10_handwaving_d4_uncomp.avi,handwaving,10
./kth_actions/handwaving/person09_handwaving_d4_uncomp.avi,handwaving,9
./kth_actions/handwaving/person16_handwaving_d1_uncomp.avi,handwaving,16
./kth_actions/handwaving/person05_handwaving_d3_uncomp.avi,handwaving,5
./kth_actions/handwaving/person14_handwaving_d3_uncomp.avi,handwaving,14
./kth_actions/handwaving/person08_handwaving_d2_uncomp.avi,handwaving,8
./kth_actions/handwaving/person11_handwaving_d3_uncomp.avi,handwaving,11
./kth_actions/handwaving/person03_handwaving_d3_uncomp.avi,handwaving,3
./kth_actions/handwaving/person02_handwaving_d3_uncomp.avi,handwaving,2
./kth_actions/handwaving/person04_handwaving_d1_uncomp.avi,handwaving,4
./kth_actions/handwaving/person16_handwaving_d4_uncomp.avi,handwaving,16
./kth_actions/handwaving/person04_handwaving_d3_uncomp.avi,handwaving,4
./kth_actions/handwaving/person16_handwaving_d3_uncomp.avi,handwaving,16
./kth_actions/jogging/person14_jogging_d2_uncomp.avi,jogging,14
./kth_actions/jogging/person01_jogging_d2_uncomp.avi,jogging,1
./kth_actions/jogging/person10_jogging_d2_uncomp.avi,jogging,10
./kth_actions/jogging/person08_jogging_d1_uncomp.avi,jogging,8
./kth_actions/jogging/person12_jogging_d1_uncomp.avi,jogging,12
./kth_actions/jogging/person04_jogging_d4_uncomp.avi,jogging,4
./kth_actions/jogging/person04_jogging_d1_uncomp.avi,jogging,4
./kth_actions/jogging/person12_jogging_d3_uncomp.avi,jogging,12
./kth_actions/jogging/person03_jogging_d1_uncomp.avi,jogging,3
./kth_actions/jogging/person06_jogging_d2_uncomp.avi,jogging,6
./kth_actions/jogging/person15_jogging_d4_uncomp.avi,jogging,15
./kth_actions/jogging/person08_jogging_d2_uncomp.avi,jogging,8
./kth_actions/jogging/person05_jogging_d2_uncomp.avi,jogging,5
./kth_actions/jogging/person07_jogging_d1_uncomp.avi,jogging,7
./kth_actions/jogging/person10_jogging_d3_uncomp.avi,jogging,10
./kth_actions/jogging/person15_jogging_d2_uncomp.avi,jogging,15
./kth_actions/jogging/person09_jogging_d1_uncomp.avi,jogging,9
./kth_actions/jogging/person07_jogging_d4_uncomp.avi,jogging,7
./kth_actions/jogging/person06_jogging_d1_uncomp.avi,jogging,6
./kth_actions/jogging/person16_jogging_d2_uncomp.avi,jogging,16
./kth_actions/jogging/person04_jogging_d3_uncomp.avi,jogging,4
./kth_actions/jogging/person03_jogging_d2_uncomp.avi,jogging,3
./kth_actions/jogging/person08_jogging_d3_uncomp.avi,jogging,8
./kth_actions/jogging/person07_jogging_d3_uncomp.avi,jogging,7
./kth_actions/jogging/person12_jogging_d4_uncomp.avi,jogging,12
./kth_actions/jogging/person11_jogging_d1_uncomp.avi,jogging,11
./kth_actions/jogging/person14_jogging_d4_uncomp.avi,jogging,14
./kth_actions/jogging/person01_jogging_d3_uncomp.avi,jogging,1
./kth_actions/jogging/person05_jogging_d3_uncomp.avi,jogging,5
./kth_actions/jogging/person02_jogging_d1_uncomp.avi,jogging,2
./kth_actions/jogging/person11_jogging_d4_uncomp.avi,jogging,11
./kth_actions/jogging/person09_jogging_d2_uncomp.avi,jogging,9
./kth_actions/jogging/person13_jogging_d4_uncomp.avi,jogging,13
./kth_actions/jogging/person13_jogging_d2_uncomp.avi,jogging,13
./kth_actions/jogging/person01_jogging_d1_uncomp.avi,jogging,1
./kth_actions/jogging/person04_jogging_d2_uncomp.avi,jogging,4
./kth_actions/jogging/person16_jogging_d3_uncomp.avi,jogging,16
./kth_actions/jogging/person10_jogging_d4_uncomp.avi,jogging,10
./kth_actions/jogging/person05_jogging_d4_uncomp.avi,jogging,5
./kth_actions/jogging/person06_jogging_d4_uncomp.avi,jogging,6
./kth_actions/jogging/person06_jogging_d3_uncomp.avi,jogging,6
./kth_actions/jogging/person14_jogging_d1_uncomp.avi,jogging,14
./kth_actions/jogging/person02_jogging_d2_uncomp.avi,jogging,2
./kth_actions/jogging/person07_jogging_d2_uncomp.avi,jogging,7
./kth_actions/jogging/person10_jogging_d1_uncomp.avi,jogging,10
./kth_actions/jogging/person08_jogging_d4_uncomp.avi,jogging,8
./kth_actions/jogging/person03_jogging_d4_uncomp.avi,jogging,3
./kth_actions/jogging/person03_jogging_d3_uncomp.avi,jogging,3
./kth_actions/jogging/person16_jogging_d1_uncomp.avi,jogging,16
./kth_actions/jogging/person02_jogging_d3_uncomp.avi,jogging,2
./kth_actions/jogging/person16_jogging_d4_uncomp.avi,jogging,16
./kth_actions/jogging/person15_jogging_d3_uncomp.avi,jogging,15
./kth_actions/jogging/person09_jogging_d4_uncomp.avi,jogging,9
./kth_actions/jogging/person12_jogging_d2_uncomp.avi,jogging,12
./kth_actions/jogging/person15_jogging_d1_uncomp.avi,jogging,15
./kth_actions/jogging/person13_jogging_d1_uncomp.avi,jogging,13
./kth_actions/jogging/person05_jogging_d1_uncomp.avi,jogging,5
./kth_actions/jogging/person14_jogging_d3_uncomp.avi,jogging,14
./kth_actions/jogging/person09_jogging_d3_uncomp.avi,jogging,9
./kth_actions/jogging/person13_jogging_d3_uncomp.avi,jogging,13
./kth_actions/jogging/person01_jogging_d4_uncomp.avi,jogging,1
./kth_actions/jogging/person11_jogging_d2_uncomp.avi,jogging,11
./kth_actions/jogging/person02_jogging_d4_uncomp.avi,jogging,2
./kth_actions/jogging/person11_jogging_d3_uncomp.avi,jogging,11
./kth_actions/running/person12_running_d2_uncomp.avi,running,12
./kth_actions/running/person09_running_d1_uncomp.avi,running,9
./kth_actions/running/person04_running_d1_uncomp.avi,running,4
./kth_actions/running/person07_running_d2_uncomp.avi,running,7
./kth_actions/running/person02_running_d2_uncomp.avi,running,2
./kth_actions/running/person08_running_d3_uncomp.avi,running,8
./kth_actions/running/person12_running_d1_uncomp.avi,running,12
./kth_actions/running/person15_running_d2_uncomp.avi,running,15
./kth_actions/running/person10_running_d4_uncomp.avi,running,10
./kth_actions/running/person10_running_d2_uncomp.avi,running,10
./kth_actions/running/person16_running_d2_uncomp.avi,running,16
./kth_actions/running/person14_running_d1_uncomp.avi,running,14
./kth_actions/running/person08_running_d2_uncomp.avi,running,8
./kth_actions/running/person15_running_d3_uncomp.avi,running,15
./kth_actions/running/person05_running_d2_uncomp.avi,running,5
./kth_actions/running/person15_running_d1_uncomp.avi,running,15
./kth_actions/running/person03_running_d2_uncomp.avi,running,3
./kth_actions/running/person07_running_d1_uncomp.avi,running,7
./kth_actions/running/person16_running_d1_uncomp.avi,running,16
./kth_actions/running/person03_running_d4_uncomp.avi,running,3
./kth_actions/running/person06_running_d2_uncomp.avi,running,6
./kth_actions/running/person14_running_d2_uncomp.avi,running,14
./kth_actions/running/person08_running_d4_uncomp.avi,running,8
./kth_actions/running/person10_running_d1_uncomp.avi,running,10
./kth_actions/running/person13_running_d2_uncomp.avi,running,13
./kth_actions/running/person03_running_d3_uncomp.avi,running,3
./kth_actions/running/person02_running_d1_uncomp.avi,running,2
./kth_actions/running/person06_running_d3_uncomp.avi,running,6
./kth_actions/running/person13_running_d1_uncomp.avi,running,13
./kth_actions/running/person16_running_d4_uncomp.avi,running,16
./kth_actions/running/person04_running_d2_uncomp.avi,running,4
./kth_actions/running/person01_running_d2_uncomp.avi,running,1
./kth_actions/running/person09_running_d2_uncomp.avi,running,9
./kth_actions/running/person16_running_d3_uncomp.avi,running,16
./kth_actions/running/person11_running_d3_uncomp.avi,running,11
./kth_actions/running/person05_running_d4_uncomp.avi,running,5
./kth_actions/running/person01_running_d1_uncomp.avi,running,1
./kth_actions/running/person13_running_d4_uncomp.avi,running,13
./kth_actions/running/person05_running_d3_uncomp.avi,running,5
./kth_actions/running/person15_running_d4_uncomp.avi,running,15
./kth_actions/running/person06_running_d4_uncomp.avi,running,6
./kth_actions/running/person05_running_d1_uncomp.avi,running,5
./kth_actions/running/person04_running_d3_uncomp.avi,running,4
./kth_actions/running/person09_running_d4_uncomp.avi,running,9
./kth_actions/running/person12_running_d3_uncomp.avi,running,12
./kth_actions/running/person08_running_d1_uncomp.avi,running,8
./kth_actions/running/person10_running_d3_uncomp.avi,running,10
./kth_actions/running/person09_running_d3_uncomp.avi,running,9
./kth_actions/running/person02_running_d4_uncomp.avi,running,2
./kth_actions/running/person14_running_d3_uncomp.avi,running,14
./kth_actions/running/person02_running_d3_uncomp.avi,running,2
./kth_actions/running/person03_running_d1_uncomp.avi,running,3
./kth_actions/running/person13_running_d3_uncomp.avi,running,13
./kth_actions/running/person01_running_d3_uncomp.avi,running,1
./kth_actions/running/person01_running_d4_uncomp.avi,running,1
./kth_actions/running/person06_running_d1_uncomp.avi,running,6
./kth_actions/running/person07_running_d4_uncomp.avi,running,7
./kth_actions/running/person11_running_d4_uncomp.avi,running,11
./kth_actions/running/person07_running_d3_uncomp.avi,running,7
./kth_actions/running/person11_running_d1_uncomp.avi,running,11
./kth_actions/running/person12_running_d4_uncomp.avi,running,12
./kth_actions/running/person14_running_d4_uncomp.avi,running,14
./kth_actions/running/person04_running_d4_uncomp.avi,running,4
./kth_actions/running/person11_running_d2_uncomp.avi,running,11
./kth_actions/walking/person04_walking_d3_uncomp.avi,walking,4
./kth_actions/walking/person12_walking_d3_uncomp.avi,walking,12
./kth_actions/walking/person14_walking_d3_uncomp.avi,walking,14
./kth_actions/walking/person16_walking_d2_uncomp.avi,walking,16
./kth_actions/walking/person14_walking_d1_uncomp.avi,walking,14
./kth_actions/walking/person09_walking_d3_uncomp.avi,walking,9
./kth_actions/walking/person12_walking_d2_uncomp.avi,walking,12
./kth_actions/walking/person01_walking_d2_uncomp.avi,walking,1
./kth_actions/walking/person09_walking_d4_uncomp.avi,walking,9
./kth_actions/walking/person11_walking_d2_uncomp.avi,walking,11
./kth_actions/walking/person02_walking_d2_uncomp.avi,walking,2
./kth_actions/walking/person05_walking_d3_uncomp.avi,walking,5
./kth_actions/walking/person03_walking_d3_uncomp.avi,walking,3
./kth_actions/walking/person13_walking_d4_uncomp.avi,walking,13
./kth_actions/walking/person05_walking_d4_uncomp.avi,walking,5
./kth_actions/walking/person13_walking_d2_uncomp.avi,walking,13
./kth_actions/walking/person03_walking_d2_uncomp.avi,walking,3
./kth_actions/walking/person08_walking_d1_uncomp.avi,walking,8
./kth_actions/walking/person12_walking_d1_uncomp.avi,walking,12
./kth_actions/walking/person15_walking_d1_uncomp.avi,walking,15
./kth_actions/walking/person15_walking_d3_uncomp.avi,walking,15
./kth_actions/walking/person01_walking_d3_uncomp.avi,walking,1
./kth_actions/walking/person10_walking_d4_uncomp.avi,walking,10
./kth_actions/walking/person07_walking_d4_uncomp.avi,walking,7
./kth_actions/walking/person02_walking_d1_uncomp.avi,walking,2
./kth_actions/walking/person15_walking_d4_uncomp.avi,walking,15
./kth_actions/walking/person08_walking_d3_uncomp.avi,walking,8
./kth_actions/walking/person14_walking_d2_uncomp.avi,walking,14
./kth_actions/walking/person16_walking_d1_uncomp.avi,walking,16
./kth_actions/walking/person03_walking_d1_uncomp.avi,walking,3
./kth_actions/walking/person04_walking_d4_uncomp.avi,walking,4
./kth_actions/walking/person14_walking_d4_uncomp.avi,walking,14
./kth_actions/walking/person09_walking_d1_uncomp.avi,walking,9
./kth_actions/walking/person12_walking_d4_uncomp.avi,walking,12
./kth_actions/walking/person06_walking_d4_uncomp.avi,walking,6
./kth_actions/walking/person08_walking_d4_uncomp.avi,walking,8
./kth_actions/walking/person02_walking_d4_uncomp.avi,walking,2
./kth_actions/walking/person01_walking_d4_uncomp.avi,walking,1
./kth_actions/walking/person04_walking_d2_uncomp.avi,walking,4
./kth_actions/walking/person11_walking_d3_uncomp.avi,walking,11
./kth_actions/walking/person06_walking_d1_uncomp.avi,walking,6
./kth_actions/walking/person07_walking_d1_uncomp.avi,walking,7
./kth_actions/walking/person10_walking_d1_uncomp.avi,walking,10
./kth_actions/walking/person01_walking_d1_uncomp.avi,walking,1
./kth_actions/walking/person13_walking_d3_uncomp.avi,walking,13
./kth_actions/walking/person13_walking_d1_uncomp.avi,walking,13
./kth_actions/walking/person11_walking_d1_uncomp.avi,walking,11
./kth_actions/walking/person07_walking_d2_uncomp.avi,walking,7
./kth_actions/walking/person07_walking_d3_uncomp.avi,walking,7
./kth_actions/walking/person05_walking_d2_uncomp.avi,walking,5
./kth_actions/walking/person06_walking_d3_uncomp.avi,walking,6
./kth_actions/walking/person10_walking_d3_uncomp.avi,walking,10
./kth_actions/walking/person06_walking_d2_uncomp.avi,walking,6
./kth_actions/walking/person16_walking_d4_uncomp.avi,walking,16
./kth_actions/walking/person11_walking_d4_uncomp.avi,walking,11
./kth_actions/walking/person02_walking_d3_uncomp.avi,walking,2
./kth_actions/walking/person08_walking_d2_uncomp.avi,walking,8
./kth_actions/walking/person10_walking_d2_uncomp.avi,walking,10
./kth_actions/walking/person09_walking_d2_uncomp.avi,walking,9
./kth_actions/walking/person16_walking_d3_uncomp.avi,walking,16
./kth_actions/walking/person03_walking_d4_uncomp.avi,walking,3
./kth_actions/walking/person05_walking_d1_uncomp.avi,walking,5
./kth_actions/walking/person15_walking_d2_uncomp.avi,walking,15
./kth_actions/walking/person04_walking_d1_uncomp.avi,walking,4
